title,phone,address,googlemap_address_url,region,city,discount_details
مركز أنامل الراحة للمساج والحمام المغربي (النزهه),tel:0535999645,العنوان : مكة - شارع محمد الصبان خلف بنك ساب.,"https://www.google.com.sa/maps/place/مركز أنامل الراحة للمساج والحمام المغربي فرع النزهة3‭/@21.4397762,39.7852265,17z/data=!3m1!4b1!4m5!3m4!1s0x15c21bff1597f513:0x151498d50a901e6!8m2!3d21.4397762!4d39.7830378?hl=ar-SA",المنطقة الغربية,مكة المكرمة,"{'مساج شامل (أحجار الحارة والزيوت العطرة وكاسات الهواء ودبابيس الأرجل والبطانية الحارة ومساج أقدام وتنظيف الأقدام)': '125', 'حمام شامل (بالصابون المغربي والبخار وليف ناعمة وخشنة وصنفرة وجه والجسم كامل وتنظيف ومساج الأقدام)': '125', 'مساج وحمام شامل': '200', 'بكج العريس حمام ملكي + مساج + بدكير': '415', 'خصم على العروض': '10', 'جميع الاسعار شاملة الضريبة': ' ', 'للاستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' ', 'الدوام من 12 ونصف ظهراً إلى 12 ونصف ليلاً.  ويوم الجمعة من العصر إلى 12 ونصف ليلاً': ' '}"
مجمع الدكتور غسان نجيب فرعون لطب الاسنان (الريان),tel:0163812996​,العنوان : القصيم - حي الريان -شارع البخاري,"https://www.google.com.sa/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%AF.%D8%BA%D8%B3%D8%A7%D9%86+%D9%86%D8%AC%D9%8A%D8%A8+%D9%81%D8%B1%D8%B9%D9%88%D9%86+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/@26.400285,43.9190687,17z/data=!3m1!4b1!4m5!3m4!1s0x157f5797259b886b:0xcd84f7db09831a68!8m2!3d26.400285!4d43.91688",المنطقة الوسطى,محافظات القصيم,"{'الكشفية وفتح المف والاستشارة مجانا لحاملي بطاقة تكافل العربية': 'مجانآ', 'خلع عادي': '90', 'اشعة صغيره': '27', 'اشعة بانورامية': ' 180', 'حشوة مؤقته': ' 45', 'تركيبة البورسلين': '900', 'تركيبة الزركون': '1080', 'ابتسامة هوليود للسن الواحد': '1080', 'توريد اللثه للفك': '450', 'قص اللثه عادي ستة اسنان': '360', 'معالجة اللثه': '180', 'تبييض الاسنان بالليزر': '1080', 'سناب اون اسمايل': '900', 'خصم 10% على باقي الخدمات': '10', 'الخصومات لا تشمل العروض الخاصة': ' ', 'يجب إبراز بطاقة تكافل العربية للحصول على الخصم': ' '}"
مجمع نبراس الطبي ( حي اليرموك ),"tel:0112254477,http://www.nebrasmedical.com",العنوان : الرياض – حي اليرموك – شارع النجاح مع الإمام سعود,"https://www.google.com.sa/maps/place/24%C2%B048'27.3%22N+46%C2%B048'07.6%22E/@24.80759,46.7999213,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",المنطقة الوسطى,شرق الرياض,"{'*كشف الاسنان وفتح الملف والاستشارة مجاناً لحاملي بطاقة تكافل العربية .': ' ', '*كشف الطبيب العام .': ' 20 ', '*كشف الاخصائي  .': '20 ', '*خصم  على المختبر .': '35', '*خصم  على الأشعة .': '35', '*خصم  على الطوارئ .': '35', '*خصم  على التطعيم .': '10', '*برنامج متابعة الحمل ويشمل :': ' 1400 ', '-زيارة مجانية طيلة فترة الحمل كل شهر زيارة أشعة سونار .': ' ', '-كافة التحاليل من الشهر الأول الى الشهر الأخير ماعدا تحاليل الرمونات .': ' ', '*أشعة السونار  .': '100 ', '*خلع عادي .': ' 120 ', '*أشعة صغيرة  .': '10 ', '*أشعة بانورامية .': ' 100 ', '*حشوة تجميلية  .': '250 ', '*حشوة مؤقتة .': ' 150 ', '*خلع ضرس العقل  .': '350 ', '*تركيبة البورسلين  .': '450 ', '*تركيبة زيركون  .': '700 ', '*ابتسامة هوليوود للسن الواحد .': ' 700 ', '*التقويم المعدني (التجميلي)  .': '800 ', '*قوالب التبييض المنزلي .': ' 600 ', '*قوالب التببيض المنزلي مع المادة .': ' 1200 ', '*قص اللثة عادي للفك الواحد  .': '300 ', '*معالجة اللثة  .': '250 ', '*تقويم الأسنان للفك الواحد .': ' 2000 ', '*تنظيف الأسنان.': ' 90 ', '*تبيض الأسنان بالليز  .': '500 ', '*خصم على باقي الخدمات .': ' 35', '*خصم  على العروض .': '10'}"
مجموعة صيدليات المتحدة (الرويدا – عمار – طلال – خالد – مناير الحجاز- عبدالرحيم ),"tel:8002444445,https://itunes.apple.com/us/app",العنوان : لمعرفة فروع الصيدليات عن طريق   الموقع ,,المنطقة الغربية,مكة المكرمة,"{'خصم على الادوية': '10', 'خصم على مستحضرات التجميل': '10', 'الخصم لا يشمل العروض': '  ', 'للأستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' '}"
مختبرات دار الطب (حي الروضة),tel:920002187,العنوان : العنوان : جدة - حي الروضة - شارع الامير سعود الفيصل اعلى البنك الزراعي التركي,"https://www.google.com.sa/maps/place/21%C2%B033'35.9%22N+39%C2%B009'24.2%22E/@21.559967,39.1588965,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d21.559967!4d39.1567078?hl=ar",المنطقة الغربية,شمال جدة,"{'*خصم على التحاليل والمختبر .': '30', '*الفحص الشامل مطمئن البلاتيني 33 اختبار .': '750', '*الفحص الشامل مطمئن الذهبي 30 اختبار .': '600', '*الفحص الشامل مطمئن الفضي 16 اختبار.': '450', '*ملاحظة : الخصم لا يشمل العروض الخاصة بالمختبر .': ' ', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية قبل اخذ الخدمة.': ' '}"
مجمع فهد العجاجي لطب الاسنان (الموطا),tel:0163250527,العنوان : القصيم - بريدة - حي الموطا,"https://www.google.com.sa/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D9%81%D9%87%D8%AF+%D8%A7%D9%84%D8%B9%D8%AC%D8%A7%D8%AC%D9%8A+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/@26.3260233,43.9635904,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x40a530ff03443016!8m2!3d26.3260233!4d43.9614017",المنطقة الوسطى,محافظات القصيم,"{'كشف الأسنان مجاناً لحاملي بطاقة تكافل العربية': 'مجانآ', 'خصم على التركيبات': '30', 'خصم على العلاجات': '20', 'الخصومات لا تشمل العروض الخاصة': ' ', 'يجب إبراز بطاقة تكافل العربية للحصول على الخصم': ' '}"
الرشاقة السعيدة (غرناطه مول),,العنوان : الرياض - غرناطه مول,"https://www.google.co.in/maps/dir/''/%D8%BA%D8%B1%D9%86%D8%A7%D8%B7%D8%A9+%D9%85%D9%88%D9%84%E2%80%AD%E2%80%AD/@24.7810217,46.7318296,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x3e2efdea8b0c5cd3:0xcbde2dad81170084!2m2!1d46.7305569!2d24.7816317",المنطقة الوسطى,شرق الرياض,"{'*الفحص المجاني ويشمل : .': ' ', '(قياس نسبة الدهون - قياس نسبة السوائل - قياس معدل الحرق اليومي - قياس نسبة مستوى تناسق الجسم) .': ' ', '*إشتراك شهر مع منتجات مجانية بقيمة 150 ريال .': '300 ', '*إشتراك لمدة 3 شهور مع منتجات مجانية بقيمة 400 ريال .': '600 ', '*إشتراك لمدة 6 شهور مع منتجات مجانية بقيمة 900 ريال .': '1000 ', '*إشتراك لمدة سنة كاملة مع منتجات مجانية بقيمة 1900 ريال': '2000 ', '*خصم  على جميع المنتجات بدون إشتراك .': '15', '*خصم  على العروض الخاصة  .': '5'}"
مركز أنامل الراحة للمساج والحمام المغربي (الشرائع),tel:0551681310,العنوان : : مكة - الشرائع - مخطط الخضراء - مقابل صيدلية غاية.,"https://www.google.com.sa/maps/place/مركز أنامل الراحة للمساج والحمام المغربي فرع الشرائع 1‭/@21.4616012,39.9218665,17z/data=!3m1!4b1!4m5!3m4!1s0x15c201bd60eac357:0x2cc9145f87cbbff0!8m2!3d21.4616012!4d39.9196778?hl=ar-SA",المنطقة الغربية,مكة المكرمة,"{'مساج شامل (أحجار الحارة والزيوت العطرة وكاسات الهواء ودبابيس الأرجل والبطانية الحارة ومساج أقدام وتنظيف الأقدام)': '125', 'حمام شامل (بالصابون المغربي والبخار وليف ناعمة وخشنة وصنفرة وجه والجسم كامل وتنظيف ومساج الأقدام)': '125', 'مساج وحمام شامل': '200', 'بكج العريس حمام ملكي +مساج + بدكير': '415', 'خصم على العروض': '10', 'للأستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' ', 'جميع الاسعار شاملة الضريبة': ' ', 'الدوام من 12 ونصف ظهراً إلى 12 ونصف ليلاً.  ويوم الجمعة من العصر إلى 12 ونصف ليلاً.': ' '}"
مختبرات الكيان (الشاطئ),tel:0126928226,العنوان : العنوان : جدة - طريق الامير سلطان - الشاطئ,"https://www.google.com.sa/maps/place/21%C2%B035'08.9%22N+39%C2%B008'36.7%22E/@21.5858073,39.1457067,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d21.5858073!4d39.143518?hl=ar-SA",المنطقة الغربية,شمال جدة,"{'*خصم على التحاليل الداخلية .': '50 ', '*خصم على التحاليل التي ترسل للخارج .': '20 ', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية قبل اخذ الخدمة.': ' '}"
مركز لؤلؤة العاج لطب الأسنان والجلدية(حي العزيزية),tel:0112137021,العنوان : العنوان : الرياض - حي العزيزية - طريق النصر,https://www.google.com.sa/maps/place/24%C2%B035,المنطقة الوسطى,جنوب الرياض,"{'قسم الاسنان :': ' ', '*الكشف وفتح الملف والاستشارة مجانا لحاملي بطاقة تكافل .': ' ', '*خلع عادي': '80', '*اشعة صغيرة ومجانا مع المعالجات .': '20', '*اشعة بانوراما': '100', '*حشوة تجميلية': '90', '*خلع ضرس العقل': '200', '*تركيبة البورسلين': '275', '*تركيبة الزيركون': '550', '*ابتسامة هوليود السن الواحد': '400', '*التقويم يبدا من': '2500', 'دفعة اولى': '500', 'وكل شهر': '300', '*توريد اللثة': '650', '*قص اللثة بالليزر': '1000', '*قص اللثة عادي': '800', '*معالجة اللثة': '125', '*تنظيف الاسنان': '80', '*تبييض الاسنان بالليزر': '300', '*قوالب تبييض منزلي': '600', '*سناب اون (ابتسامة هوليود المتحركة )': '1300', '*زراعة الاسنان': '2500', '*خصم على باقي الخدمات .': '30', '*خصم على العروض الخاصه لحاملي بطاقة تكافل العربية.': '10', 'قسم الجلدية :': ' ', '*الكشف': '50', '*جلسة ليزر جسم كامل مع الرتوش': '300', '*جلسة ليزر جسم كامل بدون ظهر وبطن مع رتوش': '270', '*جلسة ليزر وجه او ابط او بكيني': '125', '*فيلر 1 مل': '1100', '*بوتكس وجه كامل': '1500', '*بوتكس رفع الحاجب': '400', '*بوتكس التعرق': '1600', '*فراكشنال': '300', '*تنظيف بشرة': '175', '*توريد الشفايف': '175', '*ليزر كربوني للوجه': '200', '*تفتيح منطقة حساسة': '200', '*تشقير الوجه': '80', '*تشقير الحواجب': '75', '*تحديد ذقن للرجال جلسة واحدة مع رتوش': '150', '*خصم على باقي خدمات الليرز والجلدية .': '30', '*خصم على العروض الخاصة لحاملي بطاقة تكافل العربية .': '10'}"
المجمع الحديث لطب الاسنان (بريدة),tel:0163859777,العنوان : القصيم - بريدة - طريق الملك عبدالله تقاطع طريق الملك سلمان,"https://www.google.com/maps/place/عيادات الحديث لطب الاسنان‭/@26.3990234,43.9446446,17z/data=!4m12!1m6!3m5!1s0x157f575895774c49:0xf9883a90dfe6d5a4!2z2LnZitin2K_Yp9iqINin2YTYrdiv2YrYqyDZhNi32Kgg2KfZhNin2LPZhtin2YY!8m2!3d26.3990234!4d43.9424559!3m4!1s0x157f575895774c49:0xf9883a90dfe6d5a4!8m2!3d26.3990234!4d43.9424559",المنطقة الوسطى,محافظات القصيم,"{'كشف طبيب العام': '10', 'كشف الاخصائي': '20', 'خلع عادي': '110', 'أشعة صغيرة': '25', 'أشعة بانورامية': '300', 'حشوة تجميلية امامي': '200', 'حشوة مؤقتة': '75', 'خلع ضرس العقل بدون جراحة': '300', 'تركيبة البورسلين': '500', 'تركيبة زيركون': '750', 'تقويم معدني للفكين': '5000', 'توريد اللثة': '375', 'قص اللثة بالليزر': '500', 'قص اللثة العادي': '100', 'تقويم الاسنان أقساط': '5000', 'تنظيف الأسنان': '180', 'تبييض الأسنان بالليزر': '750', 'قوالب التبيض المنزلي': '350', 'سناب اون (ابتسامة هوليود المتحركة)': '1000', 'زراعة الأسنان للسن الواحد': '4000', 'خصم على باقي الخدمات .': '25', 'يجب إبراز بطاقة تكافل العربية للحصول على الخصم': '          '}"
بصريات الخبراء (جميع الفروع),,العنوان : (جميع الفروع),,المنطقة الوسطى,شرق الرياض,"{'*خصم  على النظارات الطبية .': '35', '*خصم  على النظارات الشمسية .': '35'}"
المختبر للتحاليل الطبية ( المروة ),"tel:0126285050-920010267,tel:0565621422,almokhtabarlab.com,mailto:almokhtabarlab@gmail.com ",العنوان : جدة - حي المروة - شارع عبد الرحمن الخزاعي ,https://www.google.com/maps/place/21°36'55.0,المنطقة الغربية,شمال جدة,"{'*خصم  على جميع التحاليل داخل المختبر .': '50', '*خصم  على التحاليل الخارجية .': '10', '*خصم  على فيتامين دال .': '50', '*خصم  على فيتامين ب .': '30', '*هرمون الغده الدرقية( TSH)  ريال .': '110', '*هرمون الغده الدرقية (FT4)  ريال .': '110', '*هرمون الغده الدرقية (FT3)  ريال .': '110', '*الدهون الثلاثية  ريال .': '24', '*الكولسترول  ريال .': '24', '*الكولسترول الضار  ريال .': '24', '*الكولسترول النافع ريال .': '24', '*السكر التراكمي  ريال .': '125', '*السكر الصائم  ريال .': '24', '*صورة الدم كاملة ريال .': '65', '*هرمون الحليب  ريال .': '110', 'تحليل الحمل الرقمي  ريال .': '110', '*املاح الدم (النقرص)  ريال .': '24', '*مخزون الحديد  ريال .': '100', '*الخصم لا يشمل الباقات ولا العروض العامه .': ' '}"
مركز أنامل الراحة للمساج والحمام المغربي (الكعكية),tel:0536536060,العنوان : مكة - شارع ابراهيم الخليل - مقابل بنك الحجاز,"https://www.google.com/maps/place/مركز أنامل الراحة للمساج والحمام المغربي فرع الكعكية 4، ابراهيم الخليل، الكعكية، طريق، مكة 21955‭/@21.3816067,39.8063303,15z/data=!4m2!3m1!1s0x15c21b4f9266f4db:0xbf9ac79acbaae4b5",المنطقة الغربية,مكة المكرمة,"{'مساج شامل (أحجار الحارة والزيوت العطرة وكاسات الهواء ودبابيس الأرجل والبطانية الحارة ومساج أقدام وتنظيف الأقدام)': '125', 'حمام شامل (بالصابون المغربي والبخار وليف ناعمة وخشنة وصنفرة وجه والجسم كامل وتنظيف ومساج الأقدام)': '125', 'مساج وحمام شامل': '200', 'بكج العريس حمام ملكي + مساج +': '415', 'خصم على العروض': '10', 'جميع الاسعار تشمل الضريبة': ' ', 'الدوام من 12 ونصف ظهراً إلى 12 ونصف ليلاً.  ويوم الجمعة من العصر إلى 12 ونصف ليلاً': ' ', 'للاستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' '}"
نظارات اضواء ممتاز (الشفاء),tel:0599076129,العنوان : العنوان : الرياض- حي الشفاء - طريق ديراب الفرعي,"https://www.google.com.sa/maps/place/Mumtaz+Opticals/@24.5774857,46.7024004,17z/data=!3m1!4b1!4m5!3m4!1s0x3e2f0fa35a2b8459:0x20dfcbea24da6570!8m2!3d24.5774857!4d46.7002117",المنطقة الوسطى,جنوب الرياض,"{'*خصم على الشراء اول مرة على جميع النظارات الطبية والشمسية .': '40', '*خصم على الشراء ثاني مرة على جميع النظارات الطبية والشمسية .': '45', '*خصم على الشراء ثالث مرة على جميع النظارات الطبية والشمسية .': '50', '*خصم على الشراء رابع مرة على جميع النظارات الطبية والشمسية .': '50', '*عند الشراء في المرة العاشرة الفريم': 'مجانا', 'وخصم على العدسات الطبية .': '50', '*خصم على العدسات اللاصقة .': '10'}"
مركز ماوية للبصريات (عنيزة السوق),tel:0163611119,العنوان : القصيم - عنيزة السوق- حي الشريمية,"https://www.google.com.sa/maps/place/26%C2%B005'43.2%22N+43%C2%B058'35.5%22E/@26.0953312,43.9787245,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d26.0953312!4d43.9765358?hl=ar",المنطقة الوسطى,محافظات القصيم,"{'كشف النظر مجانا لحاملي بطاقة تكافل العربية .': '  ', 'خصم على النظارات الشمسية .': '50', 'خصم على الاطارات الطبية .': '50', 'خصم على النظارات الشمسية ماركات عالمية .': '30', 'خصم على الاطارات الطبية ماركات عالمية .': '30', 'خصم على العدسات الطبية .': '20', 'خصم على العدسات اللاصقة .': '15', 'خصم على العروض الخاصة لحاملي بطاقة تكافل العربية .': '   ', 'يجب إبراز بطاقة تكافل العربية للحصول على الخصم': '   '}"
صيدليات كاس الرعاية (حي غرناطه),tel:0112404555,العنوان : الرياض - حي غرناطه - شارع خالد بن الوليد,https://www.google.com.sa/maps/place/24°47'09.1,المنطقة الوسطى,شرق الرياض,"{'* خصم  على الأدوية .': '10', '* خصم على مستحضرات التجميل .': ' 15', '* خصم على حفايض الأطفال .': '5 ', 'ملاحظة : لا يوجد خصم على الحليب': '   '}"
عيادة الدكتوره انعام سلهب (حي الحمراء),tel:0548522666,العنوان : العنوان : جده - حي الحمراء - مركز النخيل,"https://www.google.com.sa/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84+%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%E2%80%AD/@21.5304397,39.1807825,17z/data=!3m1!4b1!4m5!3m4!1s0x15c3cfc332361cf9:0x9db722da4638015!8m2!3d21.5304397!4d39.1785938?hl=ar-SA",المنطقة الغربية,شمال جدة,"{'*الكشف شامل السونار .': '200 ', '*متابعة الحمل شامل الكشوفات و السونار عدد زيارة مفتوحة .': '3500 ', '*الولادة الطبيعية .': '5000 ', '*الولادة القيصرية الاولى .': '8000 ', '*الولادة القيصرية المتكررة .': '8200 ', '*تركيب اللولب البلاتيني هاي كوالتي .': '700 ', '*جلسة تبيض بالاحماض  .': '300 ', '*جلسة ميزوسوبري للتبيض جلسة + جلسة مجانا .': '500 ', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية قبل اخذ الخدمة.': ' '}"
مركز أنامل الراحة للمساج والحمام المغربي (النوارية),tel:0556688924,العنوان : مكة- النوارية - طريق المدينة - خلف مطعم مكاندولدز,"https://www.google.com.sa/maps/place/مركز أنامل الراحة للمساج والحمام المغربي فرع النوارية2‭/@21.5556177,39.776362,17z/data=!3m1!4b1!4m5!3m4!1s0x15c1f64b5eabda97:0xee4569a4af51c901!8m2!3d21.5556177!4d39.7741733?hl=ar-SA",المنطقة الغربية,مكة المكرمة,"{'مساج شامل (أحجار الحارة والزيوت العطرة وكاسات الهواء ودبابيس الأرجل والبطانية الحارة ومساج أقدام وتنظيف الأقدام)': '125', 'حمام شامل (بالصابون المغربي والبخار وليف ناعمة وخشنة وصنفرة وجه والجسم كامل وتنظيف ومساج الأقدام)': '125', 'مساج وحمام شامل': '200', 'بكج العريس حمام ملكي + مساج +  بدكير': '415', 'خصم على العروض': '10', 'جميع الاسعار شاملة الضريبة': '  ', 'للأستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': '  ', 'الدوام من 12 ونصف ظهراً إلى 12 ونصف ليلاً.  ويوم الجمعة من العصر إلى 12 ونصف ليلاً': ' '}"
مراكز المها للبصريات ( جميع الفروع ),tel:920033390,العنوان : ( جميع الفروع ),,المنطقة الوسطى,جنوب الرياض,"{'فحص النظر مجاناً( لحاملي بطاقة تكافل العربية) .': ' ', 'خصم على الإطارات الطبية .': '30', 'خصم على النظارات الشمسية .': '30', 'خصم على العدسات اللاصقة الطبية والتجميلية': '20', 'خصم على العدسات اللاصقة التوريك والطليبات الخاصة .': '10', 'خصم على العدسات اللاصقة الصلبة لعلاج القرنية المخروطية .': '10', '* ملاحظة : في حال وجود عروض تخفيضات خاصة بنظارات المها للبصريات فإنه يحق لحامل بطاقتنا إختيار العرض المناسب له.': ' ', '* ملاحظة : يحق لعميلنا الإستفادة من التأمين الخاص به أو من الخصم الخاص المقدم لبطاقة تكافل العربية ولا يحق له المطالبة بكليهما.': ' '}"
مجمع مسارات التميز الطبي (حي الشروق),tel:0163277000,العنوان : القصيم - بريده - حي الشروق بجوار حديقة الابراج,"https://www.google.com/maps/place/مجمع مسارات التميز الطبي‭/@26.3194264,44.0406121,17z/data=!4m12!1m6!3m5!1s0x157f5f3fe594f9f9:0xe709f0e36d53ee0c!2z2YXYrNmF2Lkg2YXYs9in2LHYp9iqINin2YTYqtmF2YrYsiDYp9mE2LfYqNmK!8m2!3d26.3194264!4d44.0384234!3m4!1s0x157f5f3fe594f9f9:0xe709f0e36d53ee0c!8m2!3d26.3194264!4d44.0384234",المنطقة الوسطى,محافظات القصيم,"{'خصم على الكشف في جميع العيادات .': '50', 'خصم  على الأشعة والسونار .': '30', 'خصم  على المختبر والتحاليل الطبية .': '30', 'خصم  على جميع خدمات الأسنان عدا التركيبات .': '30', 'خصم  على عيادات التجميل .': '30', 'خصم  على الطوارئ وخدماتها .': '30', 'خصم  على باقي الخدمات .': '30', 'خصم  على الصيدلية .': '5', 'يجب إبراز بطاقة تكافل العربية للحصول على الخصم': '    '}"
مجمع عالم العيون الطبي الجراحي (السليمانية),tel:0112163999,العنوان : العنوان : الرياض - حي السليمانية - شارع التحلية,"https://www.google.com.sa/maps/place/%D8%B9%D8%A7%D9%84%D9%85+%D8%A7%D9%84%D8%B9%D9%8A%D9%88%D9%86%E2%80%AD/@24.7052449,46.705728,17z/data=!3m1!4b1!4m5!3m4!1s0x3e2f030f3b1aaaab:0xf0084343522ef7dc!8m2!3d24.705236!4d46.7036754?hl=ar-SA",المنطقة الوسطى,وسط الرياض,"{'*كشف استشاري': '150', '*كشف الاخصائي': '50', '*الفحوصات': '350', '*تصحيح النظر مع الفوحصات': '3750', '3750 ريال بدون فحوصات': '5750', '*خصم على العمليات الاخرى .': '10', '*الزيارات عدد 3 مرات بعد العملية مع الادوية مجانا لاول مرة (مرة واحدة فقط) .': ' ', '*خصم على العروض الخاصة .': '10'}"
مجمع عيادات عمر العجاجي الطبي (المنطقة الصناعية الثانية),,العنوان : العنوان : الرياض - المنطقة الصناعية الثانية - عمارة الزامل بجوار كودو والعثيم,"https://www.google.com.sa/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B9%D9%85%D8%B1+%D8%A7%D9%84%D8%B9%D8%AC%D8%A7%D8%AC%D9%8A+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@24.6763452,46.730451,17z/data=!4m8!1m2!2m1!1z2YXYrNmF2Lkg2LnZitin2K_Yp9iqINi52YXYsSDYp9mE2LnYrNin2KzZiiDYp9mE2LfYqNmK!3m4!1s0x3e2f05ad0dda4d97:0xc5a95886eed35e14!8m2!3d24.6763452!4d46.7282623",المنطقة الوسطى,جنوب الرياض,"{'*خصم  على الكشف في جميع التخصصات .': '50', '*خصم على قسم الأشعة .': '40', '*خصم على المختبر .': '40', '*خصم على خدمات الأسنان .': '35', '*خصم على الخدمات العلاجية والطوارئ .': '40', '*خصم على الإبر الداخلية .': '10', '*خصم على الصيدلية.': '10'}"
مختبرات الفا (حي الزهرة),"tel:0163397979,http://www.alfalab.com.sa",العنوان : القصيم - الرس - حي الزهرة - طريق المدينة,"https://www.google.com.sa/maps/place/%D9%85%D8%AE%D8%AA%D8%A8%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D9%81%D8%A7+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9%E2%80%AD/@25.8689055,43.4954687,19z/data=!4m21!1m15!4m14!1m6!1m2!1s0x3e2f02d3edec63a7:0xf3a35a1f9456c9fb!2sKingdom+Centre,+2239+Al+Urubah+Road,+Al+Olaya,+Riyadh+12214-9597!2m2!1d46.6743948!2d24.7114455!1m6!1m2!1s0x1583ca8e54fb40dd:0xbc036bb3c85ed128!2z2YXYrtiq2KjYsdin2Kog2KfZhNmB2Kcg2KfZhNi32KjZitip2IwgQXIgUmFzcw!2m2!1d43.4958869!2d25.8688545!3m4!1s0x1583ca8e54fb40dd:0xbc036bb3c85ed128!8m2!3d25.8688545!4d43.4958869",المنطقة الوسطى,محافظات القصيم,{'خصم من قيمة الفاتورة على كامل التحاليل المتوفرة في المركز ماعدا العروض الخاصة .': '50'}
صيدلية جميل 3 (الشوقية),tel:0544085059,العنوان : مكة المكرمة الشوقية بجوار مستوصف الصفوة,https://www.google.com.sa/maps/place/21%C2%B022,المنطقة الغربية,مكة المكرمة,"{'خصم على الأدوية': '10', 'خصم على مستحضرات التجميل': '10', 'خصم على الأكسسورات': '10', 'خصم على المعدات الطبية': '10', 'الخصم لا يشمل العروض': ' ', 'للإستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' '}"
مجمع عيادات رافال الاستشارية لطب الاسنان والجلدية (حي الفيحاء),tel:920006278,العنوان : الرياض - حي الفيحاء - طريق هارون الرشيد,"https://www.google.com.sa/maps/place/24%C2%B040'12.8%22N+46%C2%B048'19.2%22E/@24.6702232,46.8075094,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d24.6702232!4d46.8053207?hl=ar",المنطقة الوسطى,شرق الرياض,"{'استشارة الاسنان\tمجاناً لحاملي بطاقة تكافل العربية': ' ', 'استشارة الجلدية': '50 ', 'جلسة ازالة الشعر بالليزر جسم كامل': '300 ', 'جلسة ليزر لمنطقة الابط': '90 ', 'جلسة ليزر لمنطقة الوجه': '90 ', 'جلسة ليزر لمنطقة البكيني': '90 ', 'جلسة ليزر كربوني للوجه': '200 ', 'جلسة تشقير حواجب بالليزر': '75 ', 'جلسة تشقير وجه بالليزر': '90 ', 'جلسة توريد شفايف بالليزر': '200 ', 'جلسة حقن بلازما للبشرة او الشعر': '400 ', 'جلسة فركشنال ليزر': '400 ', 'جلسة حقن فيلر 1 ملم': '1000 ', 'جلسة حقن بوتوكس لإزالة التجاعيد': '1100 ', 'جلسة حقن البوتكس لمعالجة فرط التعرق': '1300 ', 'جلسة حقن البوتوكس لمعالجة الابتسامة اللثوية': '400 ', 'جلسة تقشير احماض فواكه': '250 ', 'جلسة تقشير ركب واكواع': '200 ', 'جلسة تنظيف بشرة + ماسك مناسب للبشرة': '150 ', 'جلسة نضارة ميزو ثيرابي + ديرمابن': '250 ', 'جلسة تنظيف اسنان': '99 ', 'جلسة تبييض اسنان بالليزر': '400 ', 'جلسة تبييض اسنان باستخدام قوالب التبييض المنزلي': '300 ', 'جلسة توريد او قص اللثة بالليزر (للفك الواحد )': '350 ', 'ابتسامة هوليود - فينير او لومنير': '700 ', 'تركيب اسنان (زيركون)': '750 ', 'تركيب اسنان (بورسلين)': '500 ', 'معالجة العصب قناة واحدة': '300 ', 'حشوة للسن - حشوة تجميلية': '175 ', 'حشوة معدنية': '125 ', 'أشعة بانوراما': '100 '}"
